Name	Year of birth	Year of death	Nationality	Notable 20th-century works	Remarks	URL	Pageviews
Bertha Tammelin	1836	1915.0	Swedish			https://en.wikipedia.org/wiki/Bertha_Tammelin	1333.0
Jorge Bravo de Rueda	1895	1940.0	Peruvian			https://en.wikipedia.org/wiki/Jorge_Bravo_de_Rueda	1331.0
Arturo Rodas	1954		Franco-Ecuadorian	"Arcaica, a concerto for percussion & orchestra;24.5 Preludesfor piano;El Árbol de los Pájaros(The birds tree): opera ""for the voice of the instruments"""	avant-garde,polystylism	https://en.wikipedia.org/wiki/Arturo_Rodas	1328.0
Margriet Ehlen	1943		Dutch			https://en.wikipedia.org/wiki/Margriet_Ehlen	1327.0
Harold Gramatges	1918	2008.0	Cuban			https://en.wikipedia.org/wiki/Harold_Gramatges	1327.0
Radie Britain	1899	1994.0	American			https://en.wikipedia.org/wiki/Radie_Britain	1324.0
Albert Dupuis	1877	1967.0	Belgian			https://en.wikipedia.org/wiki/Albert_Dupuis	1324.0
Zygmunt Mycielski	1907	1987.0	Polish			https://en.wikipedia.org/wiki/Zygmunt_Mycielski	1322.0
Radim Drejsl	1923	1953.0	Czech			https://en.wikipedia.org/wiki/Radim_Drejsl	1321.0
Godfried-Willem Raes	1952		Belgian			https://en.wikipedia.org/wiki/Godfried-Willem_Raes	1320.0
Barbara Giuranna	1898	1998.0	Italian			https://en.wikipedia.org/wiki/Barbara_Giuranna	1317.0
Arne Mellnäs	1933	2002.0	Swedish			https://en.wikipedia.org/wiki/Arne_Melln%C3%A4s	1316.0
Gaston Allaire	1916	2011.0	Canadian			https://en.wikipedia.org/wiki/Gaston_Allaire	1315.0
Vladimir Tsybin	1877	1949.0	Russian			https://en.wikipedia.org/wiki/Vladimir_Tsybin	1315.0
Gisela Hernández	1912	1971.0	Cuban			https://en.wikipedia.org/wiki/Gisela_Hern%C3%A1ndez	1315.0
Ivan Matetić Ronjgov	1880	1960.0	Croatian			https://en.wikipedia.org/wiki/Ivan_Mateti%C4%87_Ronjgov	1314.0
Sandor Harmati	1892	1936.0	Hungarian-American			https://en.wikipedia.org/wiki/Sandor_Harmati	1314.0
Peter-Jan Wagemans	1952		Dutch			https://en.wikipedia.org/wiki/Peter-Jan_Wagemans	1313.0
Diogenes Rivas	1942		Venezuelan			https://en.wikipedia.org/wiki/Diogenes_Rivas	1312.0
Jan Zdeněk Bartoš	1908	1981.0	Czech			https://en.wikipedia.org/wiki/Jan_Zden%C4%9Bk_Barto%C5%A1	1311.0
Karel Boleslav Jirák	1891	1972.0	Czechoslovak			https://en.wikipedia.org/wiki/Karel_Boleslav_Jir%C3%A1k	1310.0
Francesco Berger	1834	1933.0	English			https://en.wikipedia.org/wiki/Francesco_Berger	1308.0
Laura Andel	1968		Argentine			https://en.wikipedia.org/wiki/Laura_Andel	1307.0
Caro Roma	1866	1937.0	American			https://en.wikipedia.org/wiki/Caro_Roma	1307.0
Antonio Scontrino	1850	1922.0	Italian			https://en.wikipedia.org/wiki/Antonio_Scontrino	1304.0
Pavel Bořkovec	1894	1972.0	Czech			https://en.wikipedia.org/wiki/Pavel_Bo%C5%99kovec	1303.0
Hector Gratton	1900	1970.0	Canadian			https://en.wikipedia.org/wiki/Hector_Gratton	1303.0
Pierre Capdevielle	1906	1969.0	French			https://en.wikipedia.org/wiki/Pierre_Capdevielle_(musician)	1303.0
E. Clement Bethel	1938	1987.0	Bahamian			https://en.wikipedia.org/wiki/E._Clement_Bethel	1301.0
Susan McFarland Parkhurst	1836	1918.0	American			https://en.wikipedia.org/wiki/Susan_McFarland_Parkhurst	1301.0
Ulrich Leyendecker	1946	2018.0	German			https://en.wikipedia.org/wiki/Ulrich_Leyendecker	1300.0
John Davison	1930	1999.0	American			https://en.wikipedia.org/wiki/John_Davison_(composer)	1299.0
Lubor Bárta	1928	1972.0	Czech	Piano Trio in C Major, Concertino for trombone and piano		https://en.wikipedia.org/wiki/Lubor_B%C3%A1rta	1297.0
Mikhail Savoyarov	1876	1941.0	Russian	The Drunken Moon,Trumpeters,Because of the Ladies	chansonnier,light music, jazz-influenced	https://en.wikipedia.org/wiki/Mikhail_Savoyarov	1297.0
Josefina Benedetti	1953		American			https://en.wikipedia.org/wiki/Josefina_Benedetti	1296.0
Lucio Garau	1959		Italian			https://en.wikipedia.org/wiki/Lucio_Garau	1294.0
Ronald Center	1913	1973.0	Scottish			https://en.wikipedia.org/wiki/Ronald_Center	1294.0
Jan Vriend	1938		Dutch			https://en.wikipedia.org/wiki/Jan_Vriend	1293.0
Surendran Reddy	1962	2010.0	South African			https://en.wikipedia.org/wiki/Surendran_Reddy	1291.0
Heinrich Grünfeld	1855	1931.0	Bohemian-Austrian			https://en.wikipedia.org/wiki/Heinrich_Gr%C3%BCnfeld	1289.0
John Boda	1922	2002.0	American			https://en.wikipedia.org/wiki/John_Boda	1288.0
Hans Ulrich Engelmann	1921	2011.0	German			https://en.wikipedia.org/wiki/Hans_Ulrich_Engelmann	1288.0
Michael Brimer	1933	2023.0	Australian			https://en.wikipedia.org/wiki/Michael_Brimer	1287.0
Dorothy Gow	1893	1982.0	English			https://en.wikipedia.org/wiki/Dorothy_Gow	1287.0
John N. Klohr	1869	1956.0	American	Billboard March		https://en.wikipedia.org/wiki/John_N._Klohr	1286.0
Marek Brezovský	1974	1994.0	Slovak			https://en.wikipedia.org/wiki/Marek_Brezovsk%C3%BD	1286.0
Konrad Wölki	1904	1983.0	German			https://en.wikipedia.org/wiki/Konrad_W%C3%B6lki	1284.0
Sándor Jemnitz	1890	1963.0	Hungarian			https://en.wikipedia.org/wiki/S%C3%A1ndor_Jemnitz	1282.0
László Vidovszky	1944		Hungarian			https://en.wikipedia.org/wiki/L%C3%A1szl%C3%B3_Vidovszky	1280.0
Antonio Braga	1929	2009.0	Italian			https://en.wikipedia.org/wiki/Antonio_Braga	1279.0
Frederick A. Fox	1931	2011.0	American			https://en.wikipedia.org/wiki/Frederick_A._Fox	1277.0
Gilius van Bergeijk	1946		Dutch			https://en.wikipedia.org/wiki/Gilius_van_Bergeijk	1274.0
Makiko Kinoshita	1956		Japanese			https://en.wikipedia.org/wiki/Makiko_Kinoshita	1273.0
Sabin Drăgoi	1894	1968.0	Romanian	Piano Concerto		https://en.wikipedia.org/wiki/Sabin_Dr%C4%83goi	1273.0
Robert Boury	1946		American			https://en.wikipedia.org/wiki/Robert_Boury	1272.0
Kan Ishii	1921	2009.0	Japanese			https://en.wikipedia.org/wiki/Kan_Ishii	1271.0
Rodolfo Acosta	1970		Colombian			https://en.wikipedia.org/wiki/Rodolfo_Acosta_(composer)	1270.0
Boudewijn Buckinx	1945		Belgian			https://en.wikipedia.org/wiki/Boudewijn_Buckinx	1270.0
Walter Buczynski	1933		Canadian			https://en.wikipedia.org/wiki/Walter_Buczynski	1269.0
Clarisse Leite	1917	2003.0	Brazilian			https://en.wikipedia.org/wiki/Clarisse_Leite	1269.0
Berta Alves de Sousa	1906	1997.0	Portuguese			https://en.wikipedia.org/wiki/Berta_Alves_de_Sousa	1269.0
Sembiin Gonchigsumlaa	1915	1991.0	Mongolian			https://en.wikipedia.org/wiki/Sembiin_Gonchigsumlaa	1268.0
Carlton Cooley	1898	1981.0	American			https://en.wikipedia.org/wiki/Carlton_Cooley	1268.0
Leif Thybo	1922	2001.0	Danish			https://en.wikipedia.org/wiki/Leif_Thybo	1268.0
Ludmila Frajt	1919	1999.0	Serbian			https://en.wikipedia.org/wiki/Ludmila_Frajt	1267.0
Tomislav Zografski	1934	2000.0	Macedonian	Passacalia;Skherzo; Sonata for Two Pianos;In praise of Ciryl and Methodius		https://en.wikipedia.org/wiki/Tomislav_Zografski	1265.0
Vic Legley	1915	1994.0	Belgian			https://en.wikipedia.org/wiki/Vic_Legley	1264.0
Sim Gokkes	1897	1943.0	Dutch		Modernist	https://en.wikipedia.org/wiki/Sim_Gokkes	1262.0
Laura Sedgwick Collins	1859	1927.0	American			https://en.wikipedia.org/wiki/Laura_Sedgwick_Collins	1262.0
Albert Seitz	1872	1937.0	French			https://en.wikipedia.org/wiki/Albert_Seitz	1262.0
Augusto Brandt	1892	1942.0	Venezuelan			https://en.wikipedia.org/wiki/Augusto_Brandt	1261.0
John Burke	1951	2020.0	Canadian			https://en.wikipedia.org/wiki/John_Burke_(composer)	1261.0
Tomomi Adachi	1972		Japanese			https://en.wikipedia.org/wiki/Tomomi_Adachi	1261.0
Pierre Mariétan	1935	2003.0	Swiss			https://en.wikipedia.org/wiki/Pierre_Mari%C3%A9tan	1260.0
Patrick Nunn	1969		British			https://en.wikipedia.org/wiki/Patrick_Nunn	1258.0
Erich Itor Kahn	1905	1956.0	German			https://en.wikipedia.org/wiki/Erich_Itor_Kahn	1258.0
Richard Kastle	1958		American		Neoclassical	https://en.wikipedia.org/wiki/Richard_Kastle	1257.0
Maurice Journeau	1898	1999.0	French			https://en.wikipedia.org/wiki/Maurice_Journeau	1257.0
Jan Kunc	1883	1976.0	Czech			https://en.wikipedia.org/wiki/Jan_Kunc	1255.0
Vladimír Sommer	1921	1997.0	Czech			https://en.wikipedia.org/wiki/Vladim%C3%ADr_Sommer	1253.0
Henry Eichheim	1870	1942.0	American			https://en.wikipedia.org/wiki/Henry_Eichheim	1252.0
Benjamin Dwight Allen	1831	1914.0	German			https://en.wikipedia.org/wiki/Benjamin_Dwight_Allen	1252.0
Rezső Sugár	1919	1988.0	Hungarian			https://en.wikipedia.org/wiki/Rezs%C5%91_Sug%C3%A1r	1251.0
Robert Beadell	1925	1994.0	American	The Number of Fools(opera)	jazz-influenced	https://en.wikipedia.org/wiki/Robert_Beadell	1250.0
Graciela Castillo	1940		Argentine		electroacoustic	https://en.wikipedia.org/wiki/Graciela_Castillo	1247.0
Amy Elsie Horrocks	1867	1920.0	English			https://en.wikipedia.org/wiki/Amy_Elsie_Horrocks	1245.0
Zhanneta Metallidi	1934	2019.0	Russian			https://en.wikipedia.org/wiki/Zhanneta_Metallidi	1245.0
Bolesław Szabelski	1896	1979.0	Polish			https://en.wikipedia.org/wiki/Boles%C5%82aw_Szabelski	1244.0
Giulio Bas	1874	1929.0	Italian	Organ Sonata in F,XVI Preludi-Coralifor organ		https://en.wikipedia.org/wiki/Giulio_Bas	1243.0
Catharina van Rennes	1858	1940.0	Dutch			https://en.wikipedia.org/wiki/Catharina_van_Rennes	1242.0
Marta Canales	1893	1986.0	Chilean			https://en.wikipedia.org/wiki/Marta_Canales	1241.0
Václav Kašlík	1917	1989.0	Czech			https://en.wikipedia.org/wiki/V%C3%A1clav_Ka%C5%A1l%C3%ADk	1241.0
Ruth Bakke	1947		Norwegian			https://en.wikipedia.org/wiki/Ruth_Bakke	1236.0
David Cornwall	1937	2006.0	American			https://en.wikipedia.org/wiki/David_Cornwall	1236.0
Jiří Bárta	1935	2012.0	Czech	Concerto for Orchestra		https://en.wikipedia.org/wiki/Ji%C5%99%C3%AD_B%C3%A1rta	1235.0
Johann Baptist Singenberger	1848	1924.0	Swiss-American		historicist	https://en.wikipedia.org/wiki/Johann_Baptist_Singenberger	1235.0
Peder Gram	1881	1956.0	Danish			https://en.wikipedia.org/wiki/Peder_Gram	1234.0
John Ferritto	1937	2010.0	American			https://en.wikipedia.org/wiki/John_Ferritto	1233.0
Zdenka Ticharich	1900	1979.0	Hungarian			https://en.wikipedia.org/wiki/Zdenka_Ticharich	1233.0
Monic Cecconi-Botella	1936		French			https://en.wikipedia.org/wiki/Monic_Cecconi-Botella	1231.0
Václav Suk	1861	1933.0	Czech-born Russian			https://en.wikipedia.org/wiki/V%C3%A1clav_Suk	1230.0
Armando José Fernandes	1906	1983.0	Portuguese		neoclassical	https://en.wikipedia.org/wiki/Armando_Jos%C3%A9_Fernandes	1228.0
Bruce MacCombie	1943	2012.0	American			https://en.wikipedia.org/wiki/Bruce_MacCombie	1227.0
Maia Ciobanu	1952		Romanian			https://en.wikipedia.org/wiki/Maia_Ciobanu	1227.0
Alojz Geržinič	1915	2008.0	Slovenian			https://en.wikipedia.org/wiki/Alojz_Ger%C5%BEini%C4%8D	1227.0
J. Ryan Garber	1973		American	Parabolisms;Resonances		https://en.wikipedia.org/wiki/J._Ryan_Garber	1224.0
Yuji Takahashi	1938		Japanese			https://en.wikipedia.org/wiki/Yuji_Takahashi	1224.0
Hiroyuki Yamamoto	1967		Japanese			https://en.wikipedia.org/wiki/Hiroyuki_Yamamoto_(composer)	1221.0
Mary Elizabeth Turner Salter	1856	1938.0	American			https://en.wikipedia.org/wiki/Mary_Elizabeth_Turner_Salter	1221.0
Brian Brockless	1926	1995.0	English			https://en.wikipedia.org/wiki/Brian_Brockless	1219.0
Ebbe Hamerik	1898	1951.0	Danish			https://en.wikipedia.org/wiki/Ebbe_Hamerik	1217.0
Elizabeth R. Austin	1938		American			https://en.wikipedia.org/wiki/Elizabeth_R._Austin	1214.0
Finn Høffding	1899	1997.0	Danish			https://en.wikipedia.org/wiki/Finn_H%C3%B8ffding	1214.0
Xin Huguang	1933	2011.0	Chinese	Gada Meilin		https://en.wikipedia.org/wiki/Xin_Huguang	1214.0
Gitta Steiner	1932	1990.0	American			https://en.wikipedia.org/wiki/Gitta_Steiner	1214.0
John Hawkins	1944	2007.0	Canadian			https://en.wikipedia.org/wiki/John_Hawkins_(Canadian_composer)	1213.0
John Vallier	1920	1991.0	English			https://en.wikipedia.org/wiki/John_Vallier	1213.0
Dorothy Hindman	1966		American	drowningXnumbers,Magic City for orchestra		https://en.wikipedia.org/wiki/Dorothy_Hindman	1212.0
Sophie Viney	1974		English	Music of the Spheres		https://en.wikipedia.org/wiki/Sophie_Viney	1212.0
Giuseppe Silvestri	1841	1921.0	Italian			https://en.wikipedia.org/wiki/Giuseppe_Silvestri	1211.0
María Escribano	1954	2002.0	Spanish			https://en.wikipedia.org/wiki/Mar%C3%ADa_Escribano	1211.0
Inger Wikström	1939		Swedish			https://en.wikipedia.org/wiki/Inger_Wikstr%C3%B6m	1210.0
James Willey	1939		American			https://en.wikipedia.org/wiki/James_Willey	1209.0
Ladislav Kubík	1946	2017.0	Czech-American			https://en.wikipedia.org/wiki/Ladislav_Kub%C3%ADk	1209.0
Nailia Galiamova	1961		Uzbekistani			https://en.wikipedia.org/wiki/Nailia_Galiamova	1208.0
Pieter van der Staak	1930	2007.0	Dutch			https://en.wikipedia.org/wiki/Pieter_van_der_Staak	1208.0
George Stephănescu	1843	1925.0	Romanian			https://en.wikipedia.org/wiki/George_Steph%C4%83nescu	1207.0
Ernestina Lecuona y Casado	1882	1951.0	Cuban	Bolero		https://en.wikipedia.org/wiki/Ernestina_Lecuona_y_Casado	1207.0
Jan Tausinger	1921	1980.0	Czech			https://en.wikipedia.org/wiki/Jan_Tausinger	1205.0
Carl Ehrenberg	1878	1962.0	German	Anneliese(opera)	post-romanticism	https://en.wikipedia.org/wiki/Carl_Ehrenberg	1205.0
Caspar Joseph Brambach	1833	1902.0	German			https://en.wikipedia.org/wiki/Caspar_Joseph_Brambach	1203.0
Bedřich Antonín Wiedermann	1883	1951.0	Czech			https://en.wikipedia.org/wiki/Bed%C5%99ich_Anton%C3%ADn_Wiedermann	1202.0
Sigurd Islandsmoen	1881	1964.0	Norwegian			https://en.wikipedia.org/wiki/Sigurd_Islandsmoen	1197.0
Gloria Wilson Swisher	1935		American			https://en.wikipedia.org/wiki/Gloria_Wilson_Swisher	1195.0
Ethel Glenn Hier	1889	1971.0	American			https://en.wikipedia.org/wiki/Ethel_Glenn_Hier	1193.0
André Almuró	1927	2009.0	French			https://en.wikipedia.org/wiki/Andr%C3%A9_Almur%C3%B3	1193.0
Natela Svanidze	1926	2017.0	Georgian			https://en.wikipedia.org/wiki/Natela_Svanidze	1192.0
Eunice Katunda	1915	1991.0	Brazilian			https://en.wikipedia.org/wiki/Eunice_Katunda	1190.0
Hermann Haller	1914	2002.0	Swiss		neoclassical	https://en.wikipedia.org/wiki/Hermann_Haller_(composer)	1190.0
Gerhard Schedl	1957	2000.0	Austrian	Slow, Cello Concerto		https://en.wikipedia.org/wiki/Gerhard_Schedl	1189.0
Rodolfo Arízaga	1926	1985.0	Argentine			https://en.wikipedia.org/wiki/Rodolfo_Ar%C3%ADzaga	1189.0
Talivaldis Kenins	1919	2008.0	Latvian-Canadian			https://en.wikipedia.org/wiki/Talivaldis_Kenins	1188.0
Chiara Benati	1956		Italian			https://en.wikipedia.org/wiki/Chiara_Benati	1186.0
Gilda Ruta	1856	1932.0	Italian			https://en.wikipedia.org/wiki/Gilda_Ruta	1185.0
Árpád Doppler	1857	1927.0	Hungarian-German			https://en.wikipedia.org/wiki/%C3%81rp%C3%A1d_Doppler	1185.0
Alison Bauld	1944		Australian			https://en.wikipedia.org/wiki/Alison_Bauld	1183.0
Salvator Léonardi	1872	1938.0	Italian			https://en.wikipedia.org/wiki/Salvator_L%C3%A9onardi	1182.0
Gerhard Wimberger	1923	2016.0	Austrian			https://en.wikipedia.org/wiki/Gerhard_Wimberger	1181.0
Armin Schibler	1920	1986.0	Swiss			https://en.wikipedia.org/wiki/Armin_Schibler	1180.0
Jan Rychlík	1916	1964.0	Czech			https://en.wikipedia.org/wiki/Jan_Rychl%C3%ADk	1180.0
Dorothy James	1901	1982.0	American			https://en.wikipedia.org/wiki/Dorothy_James	1180.0
Dorian Le Gallienne	1915	1963.0	Australian			https://en.wikipedia.org/wiki/Dorian_Le_Gallienne	1180.0
Bernhard Lewkovitch	1927		Danish			https://en.wikipedia.org/wiki/Bernhard_Lewkovitch	1180.0
Werner Josten	1885	1963.0	German			https://en.wikipedia.org/wiki/Werner_Josten	1178.0
George Becker	1834	1928.0	German-Swiss			https://en.wikipedia.org/wiki/George_Becker_(composer)	1175.0
Ferdinand Pfohl	1862	1949.0	German			https://en.wikipedia.org/wiki/Ferdinand_Pfohl	1175.0
Pylyp Kozytskiy	1893	1960.0	Ukrainian	In memory of the Bolsheviks(1951)	avant-garde	https://en.wikipedia.org/wiki/Pylyp_Kozytskiy	1175.0
Vladimir Sokalsky	1863	1919.0	Russian			https://en.wikipedia.org/wiki/Vladimir_Sokalsky	1175.0
Eibhlis Farrell	1953		Irish			https://en.wikipedia.org/wiki/Eibhlis_Farrell	1174.0
Merrill Leroy Ellis	1916	1981.0	American			https://en.wikipedia.org/wiki/Merrill_Leroy_Ellis	1174.0
Camille Kerger	1957		Luxembourg			https://en.wikipedia.org/wiki/Camille_Kerger	1173.0
Schahan Berberian	1891	1956.0	Armenian			https://en.wikipedia.org/wiki/Schahan_Berberian	1173.0
Václav Dobiáš	1909	1978.0	Czech			https://en.wikipedia.org/wiki/V%C3%A1clav_Dobi%C3%A1%C5%A1	1173.0
İlhan Baran	1934	2016.0	Turkish			https://en.wikipedia.org/wiki/%C4%B0lhan_Baran	1173.0
Josef Berg	1927	1971.0	Czech			https://en.wikipedia.org/wiki/Josef_Berg	1172.0
Misha Geller	1937	2007.0	Russian	Concerto for Violin, Piano and Orchestra		https://en.wikipedia.org/wiki/Misha_Geller	1172.0
Fred Momotenko	1970		Russian-Dutch			https://en.wikipedia.org/wiki/Fred_Momotenko	1171.0
Anne-Marie Ørbeck	1911	1996.0	Norwegian			https://en.wikipedia.org/wiki/Anne-Marie_%C3%98rbeck	1169.0
James Wood	1953		English	Stoicheia,Ho shang Yao	microtonality, percussion, voice	https://en.wikipedia.org/wiki/James_Wood_(composer)	1168.0
František Neumann	1874	1929.0	Czech			https://en.wikipedia.org/wiki/Franti%C5%A1ek_Neumann	1168.0
Jolyon Brettingham Smith	1949	2008.0	English			https://en.wikipedia.org/wiki/Jolyon_Brettingham_Smith	1167.0
Paul Elwood	1958		American			https://en.wikipedia.org/wiki/Paul_Elwood	1165.0
Kamilló Lendvay	1928	2016.0	Hungarian			https://en.wikipedia.org/wiki/Kamill%C3%B3_Lendvay	1165.0
Alberto Bimboni	1882	1960.0	Italian-born American			https://en.wikipedia.org/wiki/Alberto_Bimboni	1165.0
André Wormser	1851	1926.0	French			https://en.wikipedia.org/wiki/Andr%C3%A9_Wormser	1164.0
Rune Lindblad	1923	1991.0	Swedish			https://en.wikipedia.org/wiki/Rune_Lindblad	1163.0
Juraj Beneš	1940	2004.0	Slovak			https://en.wikipedia.org/wiki/Juraj_Bene%C5%A1	1161.0
Lester Trimble	1923	1986.0	American			https://en.wikipedia.org/wiki/Lester_Trimble	1161.0
Margherita Galeotti	1867	1912.0	Italian	Piano Trio in D minor		https://en.wikipedia.org/wiki/Margherita_Galeotti	1161.0
Robert Graham Manson	1883	1950.0	British			https://en.wikipedia.org/wiki/Robert_Graham_Manson	1161.0
René Wohlhauser	1954		Swiss			https://en.wikipedia.org/wiki/Ren%C3%A9_Wohlhauser	1159.0
Sakunosuke Koyama	1864	1927.0	Japanese			https://en.wikipedia.org/wiki/Sakunosuke_Koyama	1157.0
Nicholas Laucella	1882	1952.0	Italian-American	Mokanna– opera;Fantastic Overture; Nocturne for Orchestra;Consolva&The White House – Impressions of Norfolk– Symphonic poems; Divertimento for Flute, Oboe & English Horn; String Quartet	classical	https://en.wikipedia.org/wiki/Nicholas_Laucella	1157.0
Haldane Stewart	1868	1942.0	English			https://en.wikipedia.org/wiki/Haldane_Stewart	1156.0
Maj Sønstevold	1917	1996.0	Swedish			https://en.wikipedia.org/wiki/Maj_S%C3%B8nstevold	1151.0
Garbis Aprikian	1926		Armenian			https://en.wikipedia.org/wiki/Garbis_Aprikian	1151.0
Henri Pensis	1900	1958.0	Luxembourger			https://en.wikipedia.org/wiki/Henri_Pensis	1149.0
John Bevan Baker	1926	1994.0	British	Suite for Piano;The Seer(opera)		https://en.wikipedia.org/wiki/John_Bevan_Baker	1148.0
Avril Anderson	1953		English			https://en.wikipedia.org/wiki/Avril_Anderson	1146.0
Guan Xia	1957		Chinese	Symphonic Overture No. 1		https://en.wikipedia.org/wiki/Guan_Xia	1146.0
Robert William Witt	1930	1967.0	American		neoclassical	https://en.wikipedia.org/wiki/Robert_William_Witt	1146.0
Esther Ballou	1915	1973.0	American			https://en.wikipedia.org/wiki/Esther_Ballou	1145.0
Pedro Luís Neves	1955		Portuguese			https://en.wikipedia.org/wiki/Pedro_Lu%C3%ADs_Neves	1145.0
Willy Ostijn	1913	1993.0	Belgian		neoclassicism	https://en.wikipedia.org/wiki/Willy_Ostijn	1144.0
Brian Israel	1951	1986.0	American			https://en.wikipedia.org/wiki/Brian_Israel	1143.0
Jacob Gilboa	1920	2007.0	Israeli			https://en.wikipedia.org/wiki/Jacob_Gilboa	1141.0
Mark Edgley Smith	1955	2008.0	English			https://en.wikipedia.org/wiki/Mark_Edgley_Smith	1140.0
Hans Bottermund	1892	1949.0	German			https://en.wikipedia.org/wiki/Hans_Bottermund	1139.0
György Kósa	1897	1984.0	Hungarian			https://en.wikipedia.org/wiki/Gy%C3%B6rgy_K%C3%B3sa	1139.0
Emmanuel Gyimah Labi	1950		Ghanaian			https://en.wikipedia.org/wiki/Emmanuel_Gyimah_Labi	1138.0
Kazuko Hara	1935	2014.0	Japanese			https://en.wikipedia.org/wiki/Kazuko_Hara	1137.0
Morishige Takei	1890	1947.0	Japanese			https://en.wikipedia.org/wiki/Morishige_Takei	1135.0
Gary Lee Nelson	1940		American			https://en.wikipedia.org/wiki/Gary_Lee_Nelson	1135.0
Ulric Cole	1905	1992.0	American			https://en.wikipedia.org/wiki/Ulric_Cole	1134.0
Bernhard Christensen	1906	2004.0	Danish			https://en.wikipedia.org/wiki/Bernhard_Christensen	1133.0
Philip Grange	1956		English			https://en.wikipedia.org/wiki/Philip_Grange	1130.0
Johann Melchior Gletle	1926	1983.0	Swiss	Vespers in Vienna		https://en.wikipedia.org/wiki/Johann_Melchior_Gletle	1130.0
Friedrich Zehm	1923	2007.0	German			https://en.wikipedia.org/wiki/Friedrich_Zehm	1124.0
Marta Lambertini	1937	2019.0	Argentine			https://en.wikipedia.org/wiki/Marta_Lambertini	1124.0
Leif Kayser	1919	2001.0	Danish			https://en.wikipedia.org/wiki/Leif_Kayser	1123.0
Erkki Aaltonen	1910	1990.0	Finnish			https://en.wikipedia.org/wiki/Erkki_Aaltonen	1123.0
Mary Knight Wood	1857	1944.0	American			https://en.wikipedia.org/wiki/Mary_Knight_Wood	1123.0
Walther Aeschbacher	1901	1969.0	Swiss			https://en.wikipedia.org/wiki/Walther_Aeschbacher	1123.0
Mindia Khitarishvili	1973		Georgian			https://en.wikipedia.org/wiki/Mindia_Khitarishvili	1122.0
María Luisa Sepúlveda	1898	1958.0	Chilean			https://en.wikipedia.org/wiki/Mar%C3%ADa_Luisa_Sep%C3%BAlveda	1121.0
Emanuel Leplin	1917	1972.0	American	Symphonies 1, 2 & 3; Violin Concerto;Comedy,Galaxy,Cosmos		https://en.wikipedia.org/wiki/Emanuel_Leplin	1120.0
